movie_id,genre_id
0,9
0,10
1,0
1,1
2,6
2,3
2,25
3,0
3,1
3,17
4,0
4,10
5,7
5,12
5,11
6,0
6,7
6,12
7,6
7,3
8,0
8,7
8,1
9,0
9,7
9,18
10,0
10,5
10,6
11,0
11,18
12,0
12,7
12,1
13,0
13,14
14,0
14,6
14,3
15,0
15,18
15,3
16,0
16,6
16,10
17,4
17,11
18,0
18,1
18,12
19,0
19,18
19,10
20,0
20,4
20,8
20,11
21,0
21,2
21,18
22,4
22,8
23,0
23,1
24,0
24,16
0,6
0,3
0,25
1,0
2,0
2,1
2,2
3,1
3,5
3,25
4,0
4,7
5,0
5,1
5,9
5,10
6,4
6,12
6,3
6,11
7,0
7,1
8,0
8,7
8,1
8,3
9,8
9,5
9,6
10,0
10,17
11,0
11,14
12,0
12,4
12,10
13,0
13,12
14,0
14,7
14,12
15,0
15,3
16,0
16,6
16,3
17,0
17,7
17,4
17,10
17,11
18,0
18,7
18,13
19,7
20,0
20,5
20,6
21,0
22,0
22,7
22,3
23,0
24,7
24,1
25,0
25,5
25,6
25,3
26,0
26,1
27,0
27,4
27,8
27,6
27,3
28,0
28,10
29,0
29,7
29,1
30,0
30,2
31,0
31,7
31,6
32,0
32,10
33,0
33,5
33,6
33,3
34,0
34,12
34,13
34,22
35,12
35,13
35,11
36,0
36,18
37,8
37,5
37,6
38,13
38,11
39,12
39,13
39,22
40,4
40,8
40,11
41,4
41,6
41,3
42,20
42,13
43,0
43,18
44,0
44,14
45,0
45,18
46,0
46,11
47,7
48,0
48,7
48,14
49,0
49,6
49,3
50,6
50,20
51,7
51,4
51,12
51,11
52,27
53,0
53,18
53,11
54,5
54,3
54,25
55,4
55,8
55,11
56,0
56,18
57,0
57,18
58,0
58,1
58,10
59,0
59,9
59,10
59,11
60,0
60,1
60,2
61,0
61,14
62,0
62,9
62,10
63,7
63,1
63,10
64,0
64,14
65,7
65,10
66,0
66,6
66,3
67,12
67,13
68,0
68,9
69,0
69,1
70,0
70,9
70,10
71,0
71,1
71,6
71,16
72,27
72,10
73,0
73,6
73,3
74,7
74,3
75,5
75,6
76,0
76,7
77,7
77,5
77,19
78,0
78,14
78,13
79,0
80,12
80,13
80,11
81,7
81,1
81,14
81,24
82,0
83,0
83,3
84,4
84,13
84,11
85,0
85,4
85,8
86,7
86,12
86,11
87,0
87,14
87,26
88,0
88,7
88,1
88,18
89,0
89,1
89,19
90,7
90,1
91,0
92,0
92,7
92,1
92,3
93,0
93,5
93,6
94,0
94,6
94,3
95,8
95,6
95,3
96,0
96,1
97,0
97,1
98,0
98,1
98,10
99,5
99,20
99,13
100,0
100,1
100,19
101,7
101,13
101,11
102,0
102,7
102,1
103,0
103,8
103,5
103,6
104,0
104,14
104,24
105,0
105,7
105,14
105,11
106,20
107,0
107,3
108,7
108,1
109,5
109,6
109,15
110,0
110,1
110,18
110,9
111,0
111,1
111,17
112,0
112,14
113,0
114,4
114,11
115,7
115,12
115,11
116,7
116,13
117,7
117,1
117,12
117,19
117,13
118,4
118,8
118,11
118,15
119,0
119,4
119,8
119,20
120,0
120,5
120,6
121,0
121,10
122,5
122,20
123,0
123,3
124,4
124,8
124,6
124,11
125,0
125,4
125,6
125,11
126,0
126,4
126,5
126,3
127,4
127,13
127,11
128,0
128,4
128,6
129,8
129,15
130,0
130,1
131,0
132,0
132,14
133,0
133,1
133,9
134,0
135,0
135,1
135,2
136,27
137,27
138,0
138,5
138,20
139,0
139,5
139,3
140,0
140,6
140,11
141,0
141,6
141,11
142,0
142,14
142,18
142,26
143,0
143,3
143,23
144,0
144,7
144,5
144,3
145,7
146,0
146,10
147,0
147,6
147,10
148,7
149,7
149,12
149,13
149,11
150,0
150,3
150,23
151,0
151,23
151,13
151,11
152,4
152,8
152,5
153,4
153,8
153,11
154,7
155,0
155,18
155,9
156,7
157,8
157,5
158,0
158,17
159,12
159,13
160,0
160,23
160,11
161,0
161,6
161,18
162,0
162,8
163,0
163,1
163,3
164,0
164,18
165,7
166,0
166,1
167,4
167,23
168,0
169,0
169,1
169,13
170,0
170,1
171,0
171,1
172,0
172,4
172,8
173,4
173,5
173,3
174,0
175,0
175,1
175,8
176,0
176,4
176,21
176,22
177,0
177,4
177,8
178,0
178,5
178,6
178,20
179,4
179,6
179,11
180,0
180,2
181,0
181,1
181,19
181,3
182,0
182,7
183,0
183,8
183,11
183,15
184,4
184,8
184,13
184,11
185,0
185,5
185,6
186,4
186,5
186,6
187,4
187,8
187,6
187,11
188,4
188,8
188,11
189,0
189,14
190,0
190,5
190,3
191,0
191,6
191,17
192,0
192,4
192,3
193,0
193,7
193,10
194,4
194,3
195,0
195,4
195,3
196,0
196,20
197,8
